Date,L INC,L 2025,L 2030,L 2035,L 2040,L 2045,L 2050,L 2055,L 2060,L 2065,G FUND,F FUND,C FUND,S FUND,I FUND
2/24/2016,17.5867,0,23.9631,0,25.1926,0,14.1233,0,0,0,14.9621,17.3122,26.1198,31.8719,21.8461
2/23/2016,17.5799,0,23.935,0,25.1579,0,14.101,0,0,0,14.9614,17.3125,26.0026,31.6396,21.9771
2/22/2016,17.6225,0,24.1268,0,25.3917,0,14.2498,0,0,0,14.9607,17.2929,26.3282,31.9506,22.2883
2/19/2016,17.5744,0,23.9233,0,25.1442,0,14.0926,0,0,0,14.9583,17.296,25.9538,31.5006,22.06
2/18/2016,17.5799,0,23.9506,0,25.1774,0,14.1137,0,0,0,14.9576,17.29,25.9509,31.4281,22.226
2/17/2016,17.5856,0,23.9886,0,25.2247,0,14.145,0,0,0,14.9569,17.2343,26.0707,31.5643,22.1939
2/16/2016,17.5243,0,23.7211,0,24.8989,0,13.9378,0,0,0,14.9561,17.2606,25.6448,30.9643,21.7959
2/12/2016,17.4557,0,23.4336,0,24.5497,0,13.7162,0,0,0,14.953,17.2698,25.2199,30.2349,21.3697
2/11/2016,17.3967,0,23.1675,0,24.2255,0,13.5093,0,0,0,14.9523,17.3481,24.7348,29.6392,21.053
2/10/2016,17.4416,0,23.3672,0,24.4685,0,13.6638,0,0,0,14.9515,17.3274,25.0378,30.0193,21.4002
2/9/2016,17.4404,0,23.3675,0,24.469,0,13.6643,0,0,0,14.9508,17.3064,25.0341,29.9402,21.4463
2/8/2016,17.4538,0,23.4282,0,24.5438,0,13.7123,0,0,0,14.95,17.3142,25.0457,30.1145,21.6558
2/5/2016,17.5097,0,23.6973,0,24.8754,0,13.926,0,0,0,14.9477,17.241,25.4024,30.8387,22.167
2/4/2016,17.5712,0,23.9734,0,25.2143,0,14.143,0,0,0,14.947,17.2333,25.8789,31.7752,22.4166
2/3/2016,17.5589,0,23.9234,0,25.1528,0,14.1037,0,0,0,14.9463,17.2204,25.8348,31.5609,22.3293
2/2/2016,17.5422,0,23.8496,0,25.0629,0,14.0463,0,0,0,14.9455,17.2361,25.6976,31.4258,22.2309
2/1/2016,17.607,0,24.1539,0,25.4367,0,14.2868,0,0,0,14.9448,17.1594,26.185,32.1792,22.7017
1/29/2016,17.6116,0,24.1674,0,25.4524,0,14.2957,0,0,0,14.9439,17.2071,26.1963,32.1616,22.7409
1/28/2016,17.5199,0,23.7863,0,24.9889,0,14.002,0,0,0,14.9411,17.1509,25.5626,31.2149,22.2699
1/27/2016,17.5157,0,23.7755,0,24.9775,0,13.996,0,0,0,14.9402,17.1379,25.4201,31.2914,22.4208
1/26/2016,17.5412,0,23.8894,0,25.1169,0,14.0848,0,0,0,14.9392,17.1418,25.6976,31.7201,22.3768
1/25/2016,17.4849,0,23.6484,0,24.8226,0,13.8975,0,0,0,14.9383,17.1216,25.339,31.0796,22.0172
1/22/2016,17.531,0,23.8614,0,25.0835,0,14.0643,0,0,0,14.9355,17.1069,25.7413,31.7509,22.1752
1/21/2016,17.4542,0,23.5298,0,24.6798,0,13.8077,0,0,0,14.9346,17.1159,25.2294,30.9826,21.6702
1/20/2016,17.4349,0,23.4451,0,24.5774,0,13.7427,0,0,0,14.9337,17.1417,25.0985,30.9839,21.4586
1/19/2016,17.4892,0,23.6834,0,24.8662,0,13.9255,0,0,0,14.9328,17.133,25.391,31.0528,22.1261
1/15/2016,17.4795,0,23.6578,0,24.838,0,13.9093,0,0,0,14.9291,17.1256,25.3777,31.4042,21.9039
1/14/2016,17.5607,0,24.0234,0,25.2841,0,14.1937,0,0,0,14.9282,17.0809,25.9365,31.987,22.6033
1/13/2016,17.5173,0,23.8293,0,25.0474,0,14.0426,0,0,0,14.9272,17.1164,25.5099,31.5979,22.458
1/12/2016,17.5913,0,24.1615,0,25.4544,0,14.3028,0,0,0,14.9263,17.1068,26.1594,32.6053,22.6922
1/11/2016,17.5673,0,24.0716,0,25.3467,0,14.2362,0,0,0,14.9254,17.0491,25.9571,32.5205,22.6278
1/8/2016,17.5638,0,24.0638,0,25.3388,0,14.2317,0,0,0,14.9226,17.0663,25.9348,32.7101,22.5568
1/7/2016,17.6067,0,24.2631,0,25.5842,0,14.3895,0,0,0,14.9217,17.0484,26.2188,33.177,22.9324
1/6/2016,17.6823,0,24.6099,0,26.0109,0,14.6634,0,0,0,14.9208,17.0348,26.8551,34.1067,23.3206
1/5/2016,17.7215,0,24.8022,0,26.2487,0,14.8175,0,0,0,14.9199,16.9744,27.202,34.647,23.5576
1/4/2016,17.7197,0,24.7972,0,26.2429,0,14.814,0,0,0,14.9189,16.9765,27.1472,34.6186,23.631
12/31/2015,17.7733,0,25.0635,0,26.5715,0,15.0263,0,0,0,14.9154,16.9549,27.5622,35.2356,24.0952
12/30/2015,17.8066,0,25.2267,0,26.7707,0,15.1556,0,0,0,14.9146,16.9249,27.8239,35.5126,24.4184
12/29/2015,17.827,0,25.3226,0,26.8905,0,15.2319,0,0,0,14.9137,16.915,28.0236,35.8047,24.4757
12/28/2015,17.795,0,25.1691,0,26.7015,0,15.1101,0,0,0,14.9128,16.9799,27.723,35.4625,24.2816
12/24/2015,17.7991,0,25.2052,0,26.7481,0,15.1407,0,0,0,14.9093,16.9596,27.7831,35.6084,24.3272
12/23/2015,17.8015,0,25.2208,0,26.7663,0,15.1527,0,0,0,14.9084,16.9421,27.8272,35.5749,24.3623
12/22/2015,17.7493,0,24.9775,0,26.4695,0,14.9611,0,0,0,14.9076,16.9607,27.4848,35.0903,23.8679
12/21/2015,17.7238,0,24.862,0,26.3271,0,14.8703,0,0,0,14.9067,16.9971,27.2413,34.8034,23.7743
12/18/2015,17.7042,0,24.79,0,26.2382,0,14.8154,0,0,0,14.9041,16.9983,27.0266,34.6047,23.8359
12/17/2015,17.7523,0,25.0078,0,26.5052,0,14.9855,0,0,0,14.9032,16.9751,27.5157,35.0221,24.0177
12/16/2015,17.7924,0,25.1933,0,26.7344,0,15.1314,0,0,0,14.9023,16.932,27.9327,35.4711,24.1385
12/15/2015,17.7354,0,24.9313,0,26.4149,0,14.9258,0,0,0,14.9015,16.9483,27.531,34.9541,23.6595
12/14/2015,17.702,0,24.7801,0,26.227,0,14.8061,0,0,0,14.9006,16.9775,27.2403,34.5033,23.5322
12/11/2015,17.702,0,24.7865,0,26.2386,0,14.8141,0,0,0,14.8979,17.0578,27.1097,34.7214,23.6444
12/10/2015,17.7653,0,25.0913,0,26.614,0,15.0559,0,0,0,14.8971,16.9908,27.6422,35.4226,24.0947
12/9/2015,17.7636,0,25.0851,0,26.6039,0,15.0503,0,0,0,14.8962,17.0194,27.5768,35.3009,24.2056
12/8/2015,17.7814,0,25.1687,0,26.7111,0,15.1179,0,0,0,14.8953,16.9979,27.7901,35.6688,24.1537
12/7/2015,17.811,0,25.3081,0,26.8798,0,15.2274,0,0,0,14.8945,17.021,27.9701,35.8494,24.5005
12/4/2015,17.8328,0,25.4292,0,27.034,0,15.3271,0,0,0,14.8918,16.9757,28.1638,36.3422,24.6329
12/3/2015,17.7783,0,25.2089,0,26.7648,0,15.1581,0,0,0,14.891,16.9251,27.5978,35.9447,24.5893
12/2/2015,17.8283,0,25.4131,0,27.0185,0,15.3176,0,0,0,14.8901,17.0502,27.9991,36.5488,24.695
12/1/2015,17.8599,0,25.5537,0,27.1931,0,15.4284,0,0,0,14.8892,17.0617,28.3031,36.9242,24.776
11/30/2015,17.8224,0,25.3993,0,27.0053,0,15.3092,0,0,0,14.8883,17.0057,28.0019,36.6689,24.5938
11/27/2015,17.834,0,25.463,0,27.0848,0,15.3605,0,0,0,14.8857,16.9947,28.1307,36.8239,24.6648
11/25/2015,17.8256,0,25.4286,0,27.0425,0,15.3332,0,0,0,14.884,16.9893,28.1079,36.7146,24.5782
11/24/2015,17.8185,0,25.3947,0,26.9989,0,15.3048,0,0,0,14.8831,16.9823,28.108,36.5184,24.4933
11/23/2015,17.8168,0,25.3932,0,26.9932,0,15.3026,0,0,0,14.8822,16.9784,28.0729,36.3216,24.6298
11/20/2015,17.8203,0,25.4212,0,27.0248,0,15.3242,0,0,0,14.8796,16.9706,28.1065,36.2096,24.7805
11/19/2015,17.8109,0,25.3818,0,26.9747,0,15.2929,0,0,0,14.8788,16.985,27.9955,36.0458,24.8182
11/18/2015,17.8057,0,25.3603,0,26.9521,0,15.2772,0,0,0,14.8779,16.9631,28.0252,36.1529,24.6264
11/17/2015,17.7565,0,25.1452,0,26.6859,0,15.1082,0,0,0,14.877,16.9654,27.5776,35.5832,24.4762
11/16/2015,17.7517,0,25.1237,0,26.6627,0,15.0922,0,0,0,14.8762,16.95,27.6079,35.6648,24.2921
11/13/2015,17.7079,0,24.944,0,26.4437,0,14.9536,0,0,0,14.8735,16.9446,27.1978,35.3347,24.1703
11/12/2015,17.7409,0,25.1013,0,26.6357,0,15.0774,0,0,0,14.8727,16.9148,27.5056,35.5872,24.402
11/10/2015,17.7892,0,25.3211,0,26.9152,0,15.254,0,0,0,14.8709,16.9214,27.9813,36.4986,24.3963
11/9/2015,17.7854,0,25.3134,0,26.9044,0,15.2484,0,0,0,14.8701,16.9029,27.9314,36.4049,24.4852
11/6/2015,17.8135,0,25.4481,0,27.0725,0,15.3558,0,0,0,14.8674,16.9101,28.2025,36.7837,24.5943
11/5/2015,17.8237,0,25.4884,0,27.1178,0,15.3853,0,0,0,14.8666,16.982,28.2091,36.6897,24.7988
11/4/2015,17.8271,0,25.5059,0,27.1394,0,15.3993,0,0,0,14.8657,16.9901,28.2352,36.7229,24.8324
11/3/2015,17.84,0,25.5667,0,27.2123,0,15.4466,0,0,0,14.8648,17.0029,28.3255,36.7581,24.9851
11/2/2015,17.8342,0,25.541,0,27.1799,0,15.4261,0,0,0,14.864,17.0283,28.2476,36.6665,25.0058
10/30/2015,17.7923,0,25.3495,0,26.9404,0,15.2728,0,0,0,14.8623,17.0468,27.9162,36.0387,24.8073
10/29/2015,17.8004,0,25.3916,0,26.9922,0,15.3058,0,0,0,14.8607,17.0266,28.0509,36.0861,24.8048
10/28/2015,17.8172,0,25.4692,0,27.0887,0,15.3684,0,0,0,14.8599,17.0924,28.0604,36.3551,25.0459
10/27/2015,17.7763,0,25.2711,0,26.8377,0,15.2072,0,0,0,14.8591,17.1457,27.7293,35.562,24.8689
10/26/2015,17.7916,0,25.3561,0,26.9447,0,15.2774,0,0,0,14.8583,17.123,27.7999,35.8659,25.0794
10/23/2015,17.7924,0,25.3722,0,26.9666,0,15.2917,0,0,0,14.8558,17.0974,27.853,35.9641,25.053
10/22/2015,17.7569,0,25.208,0,26.7664,0,15.1629,0,0,0,14.855,17.1338,27.5491,35.6756,24.8025
10/21/2015,17.715,0,25.0386,0,26.5601,0,15.0334,0,0,0,14.8542,17.1164,27.0975,35.4009,24.7822
10/20/2015,17.7275,0,25.1032,0,26.647,0,15.0881,0,0,0,14.8534,17.079,27.2527,35.8882,24.6757
10/19/2015,17.7341,0,25.1305,0,26.6802,0,15.109,0,0,0,14.8526,17.1117,27.2907,35.9351,24.7226
10/16/2015,17.7351,0,25.1469,0,26.6991,0,15.1224,0,0,0,14.8502,17.1119,27.2828,35.8938,24.8453
10/15/2015,17.7244,0,25.1071,0,26.6521,0,15.0931,0,0,0,14.8494,17.1092,27.1588,35.8931,24.8446
10/14/2015,17.6689,0,24.8472,0,26.3323,0,14.8871,0,0,0,14.8486,17.1419,26.7596,35.2651,24.4026
10/13/2015,17.6827,0,24.9271,0,26.4324,0,14.9526,0,0,0,14.8478,17.0798,26.8848,35.5154,24.5385
10/9/2015,17.7048,0,25.0521,0,26.5903,0,15.0554,0,0,0,14.8445,17.0511,27.032,35.9772,24.7723
10/8/2015,17.6957,0,25.0122,0,26.5422,0,15.024,0,0,0,14.8437,17.0363,27.0115,35.9016,24.6406
10/7/2015,17.6639,0,24.8629,0,26.3598,0,14.9063,0,0,0,14.8429,17.0725,26.7751,35.6035,24.3671
10/6/2015,17.6338,0,24.7268,0,26.1898,0,14.7979,0,0,0,14.8421,17.079,26.5513,35.132,24.2294
10/5/2015,17.6395,0,24.7571,0,26.2306,0,14.8233,0,0,0,14.8413,17.0531,26.6467,35.3565,24.1475
10/2/2015,17.5707,0,24.4472,0,25.8518,0,14.5805,0,0,0,14.8388,17.0924,26.1669,34.6504,23.6367
10/1/2015,17.5164,0,24.2159,0,25.569,0,14.4009,0,0,0,14.838,17.0467,25.7953,34.0993,23.3202
9/30/2015,17.5057,0,24.1703,0,25.5165,0,14.3668,0,0,0,14.8372,17.0438,25.7422,34.1255,23.1697
9/29/2015,17.4372,0,23.8691,0,25.1524,0,14.1346,0,0,0,14.8363,17.0379,25.259,33.5696,22.6799
9/28/2015,17.4421,0,23.9072,0,25.1999,0,14.1669,0,0,0,14.8354,17.0202,25.2262,33.715,22.8734
9/25/2015,17.5248,0,24.2971,0,25.6807,0,14.4741,0,0,0,14.8328,16.9751,25.8827,34.7928,23.3555
9/24/2015,17.5201,0,24.2674,0,25.6519,0,14.4526,0,0,0,14.832,17.0106,25.8944,35.082,23.0537
9/23/2015,17.536,0,24.3489,0,25.7512,0,14.5174,0,0,0,14.8311,16.9985,25.9822,35.2543,23.2588
9/22/2015,17.5441,0,24.3876,0,25.7992,0,14.548,0,0,0,14.8302,17.0115,26.0342,35.3742,23.3176
9/21/2015,17.5944,0,24.6413,0,26.1092,0,14.7496,0,0,0,14.8294,16.9462,26.359,35.9229,23.8849
9/18/2015,17.5851,0,24.5982,0,26.0587,0,14.7166,0,0,0,14.8267,17.0154,26.2383,35.9448,23.8258
9/17/2015,17.6456,0,24.8989,0,26.4244,0,14.9544,0,0,0,14.8259,16.9476,26.6684,36.4766,24.4815
9/16/2015,17.6368,0,24.8685,0,26.3882,0,14.931,0,0,0,14.825,16.8645,26.7333,36.3894,24.2971
9/15/2015,17.6049,0,24.7243,0,26.2122,0,14.8181,0,0,0,14.8241,16.8736,26.5013,36.0688,24.0713
9/14/2015,17.5691,0,24.5518,0,26.0006,0,14.6821,0,0,0,14.8233,16.9575,26.1648,35.6826,23.8641
9/11/2015,17.5855,0,24.6393,0,26.1069,0,14.7513,0,0,0,14.8207,16.9562,26.2703,35.8224,24.0883
9/10/2015,17.5684,0,24.5726,0,26.0254,0,14.7003,0,0,0,14.8198,16.9261,26.1447,35.6582,24.0377
9/9/2015,17.5576,0,24.5263,0,25.9685,0,14.6645,0,0,0,14.8189,16.9563,26.0057,35.5562,24.0584
9/8/2015,17.5901,0,24.6693,0,26.1456,0,14.7756,0,0,0,14.8181,16.93,26.369,35.9595,24.0362
9/4/2015,17.5053,0,24.2899,0,25.6835,0,14.4797,0,0,0,14.8146,16.9747,25.7214,35.1654,23.4766
9/3/2015,17.5568,0,24.533,0,25.9772,0,14.6691,0,0,0,14.8137,16.9422,26.1187,35.5198,23.9387
9/2/2015,17.5485,0,24.5026,0,25.9404,0,14.6459,0,0,0,14.8129,16.9138,26.0874,35.4409,23.883
9/1/2015,17.4919,0,24.2486,0,25.6299,0,14.4476,0,0,0,14.812,16.9322,25.6151,34.8964,23.5732
8/31/2015,17.5954,0,24.7302,0,26.2172,0,14.8255,0,0,0,14.8111,16.9164,26.3935,35.8453,24.3943
8/28/2015,17.62,0,24.8476,0,26.3605,0,14.9172,0,0,0,14.8086,16.9258,26.6144,36.0589,24.5502
8/27/2015,17.6146,0,24.8199,0,26.3229,0,14.8932,0,0,0,14.8077,16.94,26.5951,35.8008,24.5467
8/26/2015,17.5322,0,24.4638,0,25.8882,0,14.6176,0,0,0,14.8069,16.9208,25.9608,34.9714,24.1455
8/25/2015,17.4312,0,24.0349,0,25.366,0,14.2887,0,0,0,14.8061,16.9476,24.9844,34.1023,23.9315
8/24/2015,17.4539,0,24.0989,0,25.4468,0,14.3339,0,0,0,14.8052,17.0513,25.3224,34.3573,23.5474
8/21/2015,17.5843,0,24.715,0,26.2043,0,14.8211,0,0,0,14.8027,17.0259,26.3641,35.7779,24.464
8/20/2015,17.6786,0,25.1495,0,26.734,0,15.1614,0,0,0,14.8018,17.006,27.2253,36.491,25.0431
8/19/2015,17.7475,0,25.4786,0,27.1435,0,15.4248,0,0,0,14.801,16.9795,27.8126,37.4395,25.425
8/18/2015,17.7776,0,25.638,0,27.3403,0,15.5536,0,0,0,14.8002,16.9268,28.0428,37.8092,25.759
8/17/2015,17.7898,0,25.6936,0,27.4103,0,15.5983,0,0,0,14.7993,16.9604,28.1113,38.024,25.8338
8/14/2015,17.7685,0,25.612,0,27.3072,0,15.5339,0,0,0,14.7968,16.9237,27.9605,37.6608,25.8332
8/13/2015,17.7592,0,25.574,0,27.2581,0,15.5034,0,0,0,14.7959,16.9306,27.8513,37.4572,25.8993
8/12/2015,17.7621,0,25.5789,0,27.2648,0,15.5063,0,0,0,14.7951,16.9762,27.8829,37.5101,25.8293
8/11/2015,17.7703,0,25.6306,0,27.3267,0,15.5488,0,0,0,14.7943,16.9791,27.8497,37.5514,26.1466
8/10/2015,17.7984,0,25.7807,0,27.512,0,15.6698,0,0,0,14.7934,16.9028,28.1131,37.8835,26.4029
8/7/2015,17.7573,0,25.5916,0,27.2781,0,15.5193,0,0,0,14.7909,16.9467,27.7569,37.3864,26.1897
8/6/2015,17.7654,0,25.6416,0,27.341,0,15.5608,0,0,0,14.79,16.9078,27.8359,37.541,26.2803
8/5/2015,17.7864,0,25.7468,0,27.475,0,15.6466,0,0,0,14.7892,16.8821,28.0453,37.9792,26.3166
8/4/2015,17.7782,0,25.7042,0,27.4217,0,15.612,0,0,0,14.7884,16.9248,27.9474,37.8489,26.2905
8/3/2015,17.7862,0,25.7327,0,27.456,0,15.633,0,0,0,14.7875,16.9756,28.0099,37.8841,26.3004
7/31/2015,17.7905,0,25.7713,0,27.5062,0,15.6661,0,0,0,14.7848,16.9344,28.0874,38.0506,26.3334
7/30/2015,17.78,0,25.7223,0,27.4469,0,15.6265,0,0,0,14.7839,16.8867,28.151,37.9359,26.042
7/29/2015,17.7781,0,25.7186,0,27.4408,0,15.6232,0,0,0,14.783,16.8762,28.1478,37.8311,26.081
7/28/2015,17.7521,0,25.5976,0,27.2922,0,15.5273,0,0,0,14.782,16.8936,27.9399,37.5655,25.8931
7/27/2015,17.7202,0,25.4551,0,27.1151,0,15.4148,0,0,0,14.7811,16.9201,27.5979,37.1661,25.8682
7/24/2015,17.7392,0,25.5665,0,27.2555,0,15.5067,0,0,0,14.7784,16.8788,27.7581,37.5357,26.0648
7/23/2015,17.7746,0,25.7357,0,27.4648,0,15.6416,0,0,0,14.7774,16.8796,28.0581,37.9583,26.2899
7/22/2015,17.7852,0,25.7906,0,27.5361,0,15.6867,0,0,0,14.7765,16.8487,28.2162,38.2259,26.2217
7/21/2015,17.7982,0,25.8631,0,27.6216,0,15.7442,0,0,0,14.7756,16.8339,28.2807,38.188,26.5307
7/20/2015,17.8072,0,25.9118,0,27.6843,0,15.7843,0,0,0,14.7747,16.8078,28.4005,38.4009,26.5164
7/17/2015,17.804,0,25.9037,0,27.6771,0,15.7793,0,0,0,14.7719,16.8294,28.3778,38.5043,26.4624
7/16/2015,17.8046,0,25.9175,0,27.6969,0,15.7929,0,0,0,14.771,16.8193,28.3463,38.6714,26.5246
7/15/2015,17.7765,0,25.7894,0,27.5408,0,15.6922,0,0,0,14.7701,16.8206,28.1205,38.4601,26.3079
7/14/2015,17.7775,0,25.8078,0,27.5674,0,15.7098,0,0,0,14.7692,16.7815,28.1405,38.6826,26.2991
7/13/2015,17.7551,0,25.708,0,27.4453,0,15.631,0,0,0,14.7683,16.7563,28.0154,38.4561,26.088
7/10/2015,17.7182,0,25.5505,0,27.2518,0,15.5077,0,0,0,14.7655,16.758,27.706,38.0786,25.9373
7/9/2015,17.6723,0,25.3181,0,26.9675,0,15.322,0,0,0,14.7646,16.8443,27.3681,37.6149,25.436
7/8/2015,17.652,0,25.1979,0,26.8228,0,15.2242,0,0,0,14.7637,16.9201,27.3064,37.4955,24.9233
7/7/2015,17.7086,0,25.4713,0,27.1598,0,15.442,0,0,0,14.7627,16.896,27.7605,38.1387,25.3566
7/6/2015,17.6946,0,25.4289,0,27.1075,0,15.411,0,0,0,14.7609,16.862,27.5924,38.0195,25.4847
7/2/2015,17.7133,0,25.5548,0,27.2594,0,15.5139,0,0,0,14.7581,16.774,27.698,38.1032,25.9962
7/1/2015,17.7126,0,25.5622,0,27.271,0,15.5218,0,0,0,14.7572,16.744,27.7067,38.2224,25.9875
6/30/2015,17.6926,0,25.4596,0,27.1463,0,15.4402,0,0,0,14.7564,16.8104,27.509,38.0981,25.797
6/29/2015,17.689,0,25.4523,0,27.1341,0,15.4344,0,0,0,14.7556,16.8028,27.4343,37.9026,25.9757
6/26/2015,17.7574,0,25.8098,0,27.5777,0,15.7236,0,0,0,14.7531,16.7036,28.0162,38.8058,26.5839
6/25/2015,17.7669,0,25.8489,0,27.6245,0,15.7536,0,0,0,14.7523,16.7681,28.022,38.8572,26.7338
6/24/2015,17.7759,0,25.8902,0,27.6753,0,15.786,0,0,0,14.7515,16.7838,28.1043,38.937,26.7781
6/23/2015,17.7969,0,25.9991,0,27.813,0,15.875,0,0,0,14.7507,16.7507,28.3116,39.3314,26.8639
6/22/2015,17.7971,0,25.9968,0,27.8085,0,15.8719,0,0,0,14.7499,16.785,28.291,39.2517,26.9055
6/19/2015,17.7649,0,25.8279,0,27.6042,0,15.736,0,0,0,14.7475,16.8556,28.1194,39.056,26.3452
6/18/2015,17.7716,0,25.8689,0,27.655,0,15.769,0,0,0,14.7467,16.794,28.2696,39.1077,26.3229
6/17/2015,17.7419,0,25.7296,0,27.4817,0,15.6578,0,0,0,14.7458,16.8205,27.9885,38.7019,26.2135
6/16/2015,17.7342,0,25.6995,0,27.4458,0,15.6349,0,0,0,14.745,16.809,27.9329,38.6812,26.1623
6/15/2015,17.7157,0,25.6238,0,27.3521,0,15.5759,0,0,0,14.7442,16.7824,27.7741,38.4659,26.1322
6/12/2015,17.7354,0,25.7344,0,27.4875,0,15.6653,0,0,0,14.7418,16.7696,27.9025,38.6413,26.4484
6/11/2015,17.7543,0,25.8206,0,27.5931,0,15.7327,0,0,0,14.741,16.7764,28.0973,38.7938,26.5164
6/10/2015,17.7409,0,25.7759,0,27.5385,0,15.6992,0,0,0,14.7402,16.7001,28.0405,38.6612,26.4691
6/9/2015,17.6952,0,25.549,0,27.2607,0,15.5179,0,0,0,14.7393,16.7501,27.705,38.2227,25.988
6/8/2015,17.6994,0,25.5679,0,27.2844,0,15.5332,0,0,0,14.7385,16.7854,27.6923,38.3037,26.0606
6/5/2015,17.7138,0,25.6469,0,27.3845,0,15.5975,0,0,0,14.7361,16.7622,27.8681,38.5809,26.0851
6/4/2015,17.7352,0,25.7454,0,27.4967,0,15.6723,0,0,0,14.7353,16.8359,27.9073,38.3708,26.6115
6/3/2015,17.7609,0,25.88,0,27.6644,0,15.7813,0,0,0,14.7345,16.7856,28.1494,38.731,26.7984
6/2/2015,17.7499,0,25.8103,0,27.5765,0,15.7225,0,0,0,14.7337,16.8563,28.0841,38.4882,26.6068
6/1/2015,17.7482,0,25.7871,0,27.548,0,15.7018,0,0,0,14.7328,16.9108,28.111,38.4437,26.4314
5/29/2015,17.7505,0,25.7891,0,27.5483,0,15.7016,0,0,0,14.732,16.9915,28.0503,38.3701,26.5402
5/28/2015,17.7694,0,25.8941,0,27.6777,0,15.7864,0,0,0,14.7296,16.9638,28.2281,38.5669,26.7418
5/27/2015,17.7723,0,25.9117,0,27.6999,0,15.8009,0,0,0,14.7288,16.958,28.2587,38.6194,26.767
5/26/2015,17.7424,0,25.7764,0,27.5323,0,15.6935,0,0,0,14.728,16.9545,27.9976,38.2642,26.6358
5/22/2015,17.7751,0,25.9618,0,27.7614,0,15.8443,0,0,0,14.7247,16.8854,28.2878,38.6324,27.0344
5/21/2015,17.7881,0,26.0216,0,27.8335,0,15.8911,0,0,0,14.7239,16.9235,28.3506,38.6979,27.2081
5/20/2015,17.7739,0,25.9651,0,27.7662,0,15.8479,0,0,0,14.7231,16.8788,28.2805,38.6579,27.0612
5/19/2015,17.773,0,25.9623,0,27.7625,0,15.8454,0,0,0,14.7223,16.874,28.3038,38.6238,27.0257
5/18/2015,17.7808,0,26.0005,0,27.8091,0,15.8759,0,0,0,14.7215,16.9043,28.3162,38.6952,27.1695
5/15/2015,17.7723,0,25.9556,0,27.7495,0,15.8373,0,0,0,14.7191,16.9661,28.2285,38.3718,27.195
5/14/2015,17.761,0,25.9184,0,27.7054,0,15.8098,0,0,0,14.7183,16.8925,28.2034,38.3259,27.0934
5/13/2015,17.7267,0,25.7706,0,27.5233,0,15.6942,0,0,0,14.7175,16.862,27.8995,37.9693,26.9853
5/12/2015,17.7196,0,25.731,0,27.4767,0,15.6623,0,0,0,14.7167,16.8756,27.9018,37.9787,26.7564
5/11/2015,17.7266,0,25.7675,0,27.5217,0,15.6914,0,0,0,14.7159,16.8668,27.9824,38.0454,26.7948
5/8/2015,17.7414,0,25.8216,0,27.5863,0,15.7307,0,0,0,14.7135,16.9603,28.1198,38.0729,26.8024
5/7/2015,17.6902,0,25.5906,0,27.3067,0,15.5503,0,0,0,14.7127,16.9248,27.7462,37.7665,26.3428
5/6/2015,17.6835,0,25.579,0,27.2897,0,15.5427,0,0,0,14.7119,16.8826,27.6348,37.5807,26.5756
5/5/2015,17.6884,0,25.586,0,27.2975,0,15.5452,0,0,0,14.7111,16.9272,27.7482,37.5437,26.4185
5/4/2015,17.7281,0,25.7687,0,27.5247,0,15.6904,0,0,0,14.7103,16.957,28.0778,38.0745,26.6003
5/1/2015,17.7181,0,25.7288,0,27.4753,0,15.6589,0,0,0,14.7078,16.9726,27.9953,37.9493,26.5799
4/30/2015,17.697,0,25.6301,0,27.3519,0,15.5806,0,0,0,14.7071,17.0363,27.6928,37.6782,26.6525
4/29/2015,17.7326,0,25.8024,0,27.568,0,15.7197,0,0,0,14.7063,17.0397,27.9746,38.2543,26.8547
4/28/2015,17.7512,0,25.8873,0,27.6733,0,15.7872,0,0,0,14.7056,17.086,28.0782,38.5018,27.0104
4/27/2015,17.7475,0,25.8672,0,27.6478,0,15.7708,0,0,0,14.7048,17.129,27.9978,38.4427,27.0451
4/24/2015,17.7516,0,25.8891,0,27.6814,0,15.7902,0,0,0,14.7025,17.1309,28.114,38.7991,26.8168
4/23/2015,17.7387,0,25.8338,0,27.6182,0,15.7487,0,0,0,14.7018,17.1083,28.0506,38.906,26.5926
4/22/2015,17.7258,0,25.7775,0,27.5482,0,15.7038,0,0,0,14.701,17.0879,27.9818,38.7193,26.4988
4/21/2015,17.7158,0,25.7304,0,27.4902,0,15.6666,0,0,0,14.7003,17.1287,27.8393,38.634,26.5055
4/20/2015,17.7121,0,25.7068,0,27.4622,0,15.6469,0,0,0,14.6995,17.1349,27.8797,38.612,26.3185
4/17/2015,17.6871,0,25.5963,0,27.325,0,15.5594,0,0,0,14.6973,17.1688,27.6242,38.3095,26.2768
4/16/2015,17.724,0,25.7767,0,27.5497,0,15.7043,0,0,0,14.6965,17.1523,27.9403,38.8282,26.4991
4/15/2015,17.726,0,25.7921,0,27.5689,0,15.7172,0,0,0,14.6958,17.14,27.9611,38.8629,26.5396
4/14/2015,17.7081,0,25.7111,0,27.4685,0,15.6528,0,0,0,14.695,17.1375,27.818,38.6268,26.4521
4/13/2015,17.6956,0,25.6557,0,27.4031,0,15.61,0,0,0,14.6943,17.1159,27.7724,38.6273,26.2433
4/10/2015,17.7059,0,25.7155,0,27.4764,0,15.6579,0,0,0,14.692,17.0924,27.8976,38.6997,26.3388
4/9/2015,17.6893,0,25.6431,0,27.3879,0,15.6013,0,0,0,14.6912,17.0896,27.7533,38.5605,26.2582
