Date,L INC,L 2025,L 2030,L 2035,L 2040,L 2045,L 2050,L 2055,L 2060,L 2065,G FUND,F FUND,C FUND,S FUND,I FUND
12/5/2023,24.4885,12.4354,43.7167,13.0587,49.1853,13.4044,29.2533,14.352,14.3502,14.3483,17.9052,18.7502,71.1348,71.1555,38.0914
12/4/2023,24.4956,12.4424,43.7739,13.0776,49.2643,13.4279,29.3095,14.3928,14.391,14.3891,17.903,18.6427,71.1723,71.9952,38.2004
12/1/2023,24.5204,12.4608,43.8906,13.1162,49.4234,13.4744,29.4173,14.4541,14.4524,14.4504,17.8963,18.6929,71.5592,71.5764,38.4578
11/30/2023,24.4482,12.4124,43.6175,13.0264,49.0562,13.3671,29.1694,14.3175,14.3157,14.3137,17.8939,18.5331,71.1354,69.8017,38.1279
11/29/2023,24.4347,12.4026,43.5559,13.0065,48.9749,13.3435,29.114,14.2803,14.2786,14.2766,17.8914,18.6015,70.8461,69.4755,38.138
11/28/2023,24.4176,12.3923,43.5075,12.9906,48.9102,13.3246,29.0712,14.2617,14.2599,14.2579,17.889,18.501,70.9014,68.8451,38.0913
11/27/2023,24.4062,12.3858,43.4791,12.9813,48.8736,13.3141,29.0479,14.2527,14.2508,14.2487,17.8866,18.4329,70.8323,68.9552,38.0537
11/24/2023,24.4048,12.388,43.5144,12.9932,48.9246,13.3294,29.0852,14.2822,14.2803,14.2782,17.8792,18.3319,70.9698,69.0654,38.1526
11/22/2023,24.3817,12.3722,43.4211,12.9631,48.8017,13.2937,29.002,14.2293,14.2274,14.2253,17.8743,18.3923,70.9262,68.6717,37.8638
11/21/2023,24.3583,12.3564,43.3307,12.9336,48.6815,13.2588,28.921,14.1819,14.1801,14.178,17.8718,18.3841,70.636,68.2231,37.825
11/20/2023,24.3755,12.3694,43.4143,12.9612,48.7953,13.2922,28.9992,14.2296,14.2278,14.2257,17.8694,18.3682,70.7779,68.7254,37.9722
11/17/2023,24.3253,12.3364,43.2315,12.9018,48.5543,13.2224,28.8382,14.137,14.1352,14.1331,17.862,18.3358,70.2515,68.2675,37.7726
11/16/2023,24.2813,12.3063,43.0573,12.8448,48.3214,13.1545,28.6808,14.0458,14.0439,14.0418,17.8596,18.3065,70.1602,67.5634,37.297
11/15/2023,24.2799,12.3073,43.0775,12.8516,48.3508,13.1635,28.7034,14.066,14.0641,14.0619,17.8572,18.2064,70.0608,68.3315,37.3664
11/14/2023,24.2769,12.3045,43.0547,12.8445,48.3215,13.1551,28.6828,14.0474,14.0455,14.0434,17.8547,18.3099,69.9367,68.101,37.3679
11/13/2023,24.1068,12.1883,42.3846,12.625,47.4255,12.8942,28.0796,13.7048,13.7028,13.7007,17.8523,18.0954,68.6141,65.2409,36.4041
11/10/2023,24.098,12.184,42.3715,12.6212,47.4117,12.8905,28.0717,13.7013,13.6993,13.6972,17.8449,18.0891,68.6674,65.2391,36.3361
11/9/2023,24.0325,12.1391,42.1096,12.5359,47.0638,12.7895,27.8382,13.5651,13.5632,13.561,17.8425,18.0669,67.6016,64.4925,36.2846
11/8/2023,24.0714,12.1653,42.256,12.5842,47.2611,12.8471,27.9706,13.6345,13.6326,13.6305,17.8401,18.2077,68.1398,65.3721,36.2022
11/7/2023,24.0689,12.1649,42.264,12.5869,47.2736,12.851,27.9807,13.6446,13.6427,13.6406,17.8377,18.148,68.0685,65.7768,36.2489
11/6/2023,24.0624,12.1621,42.2596,12.5855,47.2687,12.8497,27.9789,13.6494,13.6475,13.6454,17.8353,18.0589,67.8745,65.4909,36.5044
11/3/2023,24.0695,12.168,42.2992,12.5992,47.3266,12.8672,28.0194,13.669,13.6671,13.665,17.8279,18.1398,67.7535,66.2469,36.5816
11/2/2023,23.9846,12.1107,41.9749,12.4932,46.8949,12.7417,27.7299,13.5068,13.5048,13.5027,17.8255,18.0142,67.1201,64.6338,36.1882
11/1/2023,23.8561,12.0229,41.4708,12.3288,46.2257,12.5475,27.2818,13.2506,13.2486,13.2465,17.8231,17.9043,65.8741,63.1101,35.5299
10/31/2023,23.7799,11.9725,41.1936,12.2384,45.859,12.4415,27.0384,13.1187,13.1167,13.1145,17.8208,17.7327,65.1891,62.7792,35.128
10/30/2023,23.747,11.9499,41.0624,12.1959,45.686,12.3913,26.9224,13.0499,13.0479,13.0457,17.8184,17.7504,64.7653,62.1961,35.059
10/27/2023,23.6767,11.9022,40.7887,12.1073,45.3266,12.2875,26.6825,12.9076,12.9057,12.9035,17.8114,17.7871,63.9912,61.7108,34.6764
10/26/2023,23.7051,11.9227,40.9141,12.1484,45.4949,12.3366,26.7964,12.975,12.973,12.9708,17.8091,17.7837,64.2985,62.3733,34.8083
10/25/2023,23.7437,11.9515,41.0995,12.2087,45.7415,12.4081,26.9632,13.0805,13.0785,13.0763,17.8068,17.6691,65.0678,62.3435,35.0284
10/24/2023,23.8249,12.0073,41.4205,12.3138,46.1701,12.5327,27.2508,13.2416,13.2397,13.2375,17.8044,17.799,66.0143,63.6982,35.2261
10/23/2023,23.7824,11.9789,41.262,12.2621,45.9604,12.4719,27.1108,13.1634,13.1614,13.1592,17.8021,17.7386,65.5366,63.1346,35.1227
10/20/2023,23.778,11.9785,41.2779,12.2677,45.9855,12.4797,27.1305,13.1802,13.1782,13.1759,17.7951,17.6679,65.6473,63.6398,35.0579
10/19/2023,23.8437,12.0257,41.5685,12.3626,46.3741,12.5928,27.3934,13.3393,13.3373,13.3349,17.7927,17.6115,66.4821,64.4962,35.4434
10/18/2023,23.8997,12.0647,41.798,12.438,46.6824,12.6827,27.6015,13.458,13.456,13.4536,17.7904,17.6844,67.0461,65.4501,35.7061
10/17/2023,23.996,12.1319,42.1949,12.5681,47.2146,12.8377,27.9607,13.6654,13.6633,13.661,17.7881,17.7666,67.9562,66.9728,36.255
10/16/2023,23.9952,12.1303,42.1764,12.5623,47.1903,12.8305,27.9427,13.6469,13.645,13.6427,17.7858,17.8913,67.9629,66.3857,36.2326
10/13/2023,23.9376,12.0906,41.9418,12.4863,46.8803,12.7406,27.7335,13.5182,13.5163,13.5142,17.7788,17.9787,67.2484,65.2881,36.0398
10/12/2023,23.9738,12.1176,42.1158,12.5432,47.1143,12.8089,27.8934,13.6186,13.6167,13.6145,17.7764,17.8928,67.5864,65.9132,36.4147
10/11/2023,24.0314,12.1568,42.339,12.6168,47.4152,12.8967,28.096,13.7288,13.7269,13.7248,17.7741,18.0472,68.0042,67.2202,36.6489
10/10/2023,24.0013,12.1374,42.2353,12.583,47.2783,12.8572,28.0054,13.6809,13.6789,13.6767,17.7718,17.9647,67.7103,67.1241,36.5341
10/6/2023,23.8983,12.0696,41.8627,12.4617,46.7859,12.7145,27.6773,13.4984,13.4964,13.4942,17.7624,17.8067,66.9353,65.9699,35.9926
10/5/2023,23.832,12.023,41.583,12.3707,46.4145,12.6067,27.4269,13.3469,13.345,13.3428,17.7601,17.8728,66.1431,65.1397,35.6269
10/4/2023,23.8156,12.0122,41.5233,12.3514,46.3362,12.5841,27.3748,13.3169,13.3149,13.3128,17.7578,17.866,66.2179,65.2107,35.322
10/3/2023,23.7739,11.985,41.3772,12.3036,46.1427,12.528,27.2464,13.2488,13.2469,13.2447,17.7555,17.7489,65.6854,64.8305,35.3023
10/2/2023,23.8678,12.0497,41.7526,12.4268,46.6456,12.6745,27.5848,13.4398,13.4379,13.4357,17.7531,17.8913,66.5952,66.1459,35.7699
9/29/2023,23.9132,12.0811,41.9348,12.487,46.8922,12.7466,27.7514,13.5306,13.5287,13.5266,17.749,18.017,66.59,66.9696,36.2968
9/28/2023,23.9222,12.0887,41.9835,12.5032,46.9593,12.7662,27.7972,13.5573,13.5555,13.5534,17.7448,18.0275,66.7689,67.0891,36.3359
9/27/2023,23.8754,12.0558,41.8011,12.4436,46.7165,12.6957,27.6343,13.4645,13.4626,13.4605,17.7428,17.9792,66.3691,66.4175,36.082
9/26/2023,23.8767,12.0562,41.7998,12.4434,46.715,12.6951,27.6321,13.4589,13.457,13.4549,17.7407,18.0485,66.3528,65.8287,36.1784
9/25/2023,23.9561,12.1146,42.1388,12.5543,47.1688,12.8272,27.9384,13.6388,13.637,13.6349,17.7386,18.0669,67.3407,66.6921,36.5989
9/22/2023,23.9569,12.1152,42.1402,12.5554,47.174,12.8289,27.9418,13.6332,13.6315,13.6294,17.7324,18.1937,67.0697,66.4617,36.8195
9/21/2023,23.9589,12.1182,42.1666,12.5641,47.2103,12.8396,27.9675,13.6531,13.6513,13.6492,17.7303,18.1264,67.2229,66.5637,36.8311
9/20/2023,24.0645,12.1946,42.6033,12.7074,47.7969,13.0106,28.3637,13.8803,13.8786,13.8765,17.7283,18.248,68.3417,67.9077,37.4073
9/19/2023,24.1007,12.2216,42.7627,12.7597,48.0113,13.0731,28.5089,13.966,13.9642,13.9622,17.7262,18.2577,68.9852,68.4045,37.4531
9/18/2023,24.1084,12.2271,42.7928,12.7698,48.0529,13.0854,28.537,13.9793,13.9776,13.9756,17.7242,18.3122,69.1341,68.6603,37.381
9/15/2023,24.1118,12.2319,42.8329,12.7835,48.1106,13.1027,28.5783,14.0063,14.0045,14.0025,17.7179,18.285,69.0831,69.0005,37.5561
9/14/2023,24.1601,12.2674,43.0384,12.8509,48.3869,13.1832,28.765,14.1144,14.1127,14.1106,17.7159,18.3282,69.9307,69.7014,37.5711
9/13/2023,24.1025,12.2253,42.7935,12.7709,48.0596,13.0879,28.5434,13.9812,13.9794,13.9775,17.7138,18.3581,69.3271,69.006,37.1691
9/12/2023,24.1061,12.229,42.8208,12.7801,48.0982,13.0995,28.5711,13.9995,13.9978,13.9958,17.7117,18.333,69.2409,69.5102,37.2703
9/11/2023,24.1288,12.2463,42.9262,12.8147,48.2401,13.1408,28.6674,14.0578,14.056,14.054,17.7097,18.3183,69.6351,69.6378,37.3818
9/8/2023,24.0805,12.2125,42.7361,12.753,47.9888,13.068,28.4985,13.9565,13.9548,13.9528,17.7034,18.345,69.1703,69.3373,37.0328
9/7/2023,24.0759,12.21,42.7269,12.7501,47.9779,13.065,28.492,13.9542,13.9525,13.9505,17.7014,18.3241,69.0669,69.3755,37.0887
9/6/2023,24.0918,12.223,42.8103,12.7775,48.0912,13.0982,28.5701,14.004,14.0022,14.0002,17.6993,18.2763,69.2803,69.8454,37.2047
9/5/2023,24.1211,12.2447,42.9376,12.8194,48.2628,13.1482,28.6861,14.0714,14.0697,14.0676,17.6973,18.3032,69.7649,70.0847,37.2907
9/1/2023,24.16,12.2745,43.1161,12.8788,48.5079,13.2204,28.8539,14.1656,14.1639,14.1619,17.6889,18.3996,70.0555,71.1349,37.56
8/31/2023,24.1541,12.2694,43.0808,12.8674,48.4608,13.2065,28.8206,14.1403,14.1386,14.1367,17.6869,18.4862,69.9266,70.4227,37.6166
8/30/2023,24.1623,12.2765,43.1277,12.8828,48.5244,13.2251,28.8642,14.1684,14.1667,14.1647,17.6849,18.4562,70.0229,70.294,37.7857
8/29/2023,24.1427,12.2624,43.0482,12.8569,48.4187,13.1943,28.7929,14.1256,14.1239,14.122,17.683,18.4666,69.7441,69.9065,37.759
8/28/2023,24.0434,12.1919,42.6514,12.7271,47.8884,13.04,28.4359,13.9217,13.92,13.918,17.681,18.354,68.7448,68.7624,37.2248
8/25/2023,23.9864,12.1525,42.4357,12.6568,47.6028,12.9572,28.2446,13.8117,13.81,13.8081,17.6749,18.3117,68.3159,68.2398,36.8297
8/24/2023,23.9538,12.1292,42.3036,12.6138,47.427,12.9061,28.1263,13.742,13.7403,13.7384,17.6729,18.3086,67.8457,67.9082,36.7345
8/23/2023,24.0347,12.1883,42.6457,12.7259,47.8859,13.0398,28.4363,13.9228,13.9211,13.9191,17.6709,18.3557,68.7688,68.8584,37.1939
8/22/2023,23.958,12.1351,42.3547,12.6305,47.4974,12.9268,28.1759,13.7795,13.7777,13.7757,17.6689,18.1902,68.0168,68.0369,36.8641
8/21/2023,23.9659,12.1417,42.3975,12.6446,47.5557,12.9439,28.216,13.8046,13.8028,13.8008,17.6669,18.1725,68.2051,68.2756,36.8578
8/18/2023,23.9366,12.1208,42.2776,12.6061,47.399,12.8987,28.1108,13.7372,13.7355,13.7335,17.6609,18.2605,67.7379,68.1665,36.7288
8/17/2023,23.9319,12.1184,42.27,12.6036,47.3894,12.8959,28.1048,13.7363,13.7346,13.7326,17.6589,18.222,67.7433,67.838,36.7892
8/16/2023,23.9784,12.153,42.4732,12.6704,47.6633,12.9759,28.2908,13.8459,13.8441,13.8421,17.6569,18.2386,68.2572,68.6875,37.0454
8/15/2023,24.0281,12.1894,42.6839,12.7397,47.9474,13.0589,28.4834,13.9571,13.9554,13.9534,17.6549,18.2913,68.7663,69.4049,37.3461
8/14/2023,24.0969,12.24,42.9786,12.8365,48.3443,13.1747,28.7525,14.1145,14.1128,14.1108,17.6529,18.3322,69.5587,70.3264,37.7351
8/11/2023,24.0849,12.2327,42.9435,12.8255,48.3009,13.1625,28.7245,14.0971,14.0954,14.0934,17.6469,18.3534,69.1565,70.2391,37.9419
8/10/2023,24.1082,12.2494,43.038,12.8567,48.4288,13.1999,28.8108,14.1442,14.1425,14.1406,17.6449,18.4205,69.2207,70.3124,38.2391
8/9/2023,24.1016,12.2437,42.9976,12.8439,48.3758,13.1845,28.7742,14.1155,14.1139,14.112,17.6429,18.5294,69.1951,70.4343,38.0083
8/8/2023,24.1272,12.2634,43.1181,12.8835,48.5391,13.2323,28.8859,14.1834,14.1818,14.1799,17.6409,18.51,69.6795,71.074,38.0127
8/7/2023,24.1541,12.2847,43.2515,12.9273,48.7198,13.2853,29.01,14.2616,14.2599,14.258,17.6389,18.4477,69.9736,71.7269,38.2463
8/4/2023,24.1053,12.2504,43.0581,12.8645,48.4638,13.211,28.8379,14.1583,14.1566,14.1547,17.6328,18.4709,69.3457,71.4617,38.0032
8/3/2023,24.1034,12.2517,43.0826,12.8723,48.4974,13.2209,28.8626,14.1833,14.1815,14.1796,17.6308,18.3188,69.7102,71.6307,37.8756
8/2/2023,24.1277,12.2685,43.1728,12.9023,48.62,13.2568,28.9449,14.2243,14.2226,14.2207,17.6289,18.4426,69.885,71.833,38.007
8/1/2023,24.2277,12.342,43.6036,13.044,49.202,13.4269,29.3407,14.457,14.4553,14.4534,17.6269,18.4987,70.8648,73.1095,38.7558
7/31/2023,24.266,12.3694,43.7577,13.0949,49.4108,13.488,29.4819,14.5344,14.5328,14.531,17.6249,18.6043,71.0523,73.4061,39.1413
7/28/2023,24.2467,12.3571,43.6964,13.0751,49.3307,13.4647,29.4283,14.5045,14.5029,14.501,17.6191,18.582,70.9459,72.693,39.1484
7/27/2023,24.1833,12.3118,43.4387,12.9905,48.9842,13.3635,29.1936,14.3691,14.3675,14.3656,17.6172,18.5164,70.2457,71.6543,38.882
7/26/2023,24.2258,12.3417,43.6042,13.0453,49.2086,13.4293,29.3454,14.4499,14.4484,14.4465,17.6152,18.6653,70.6948,72.5871,38.9458
7/25/2023,24.2163,12.3359,43.5775,13.0365,49.1733,13.4189,29.322,14.4395,14.4379,14.4361,17.6133,18.6144,70.7047,72.2457,38.9313
7/24/2023,24.1974,12.3223,43.4989,13.011,49.0687,13.3885,29.2512,14.3963,14.3947,14.3929,17.6114,18.6334,70.5044,72.1292,38.7806
7/21/2023,24.1841,12.3139,43.4569,12.9977,49.0157,13.3735,29.2167,14.3747,14.3732,14.3714,17.6055,18.6571,70.2201,72.1244,38.8425
7/20/2023,24.1808,12.3123,43.4515,12.9961,49.0096,13.3719,29.2133,14.3737,14.3722,14.3704,17.6036,18.6455,70.1974,72.2722,38.8218
7/19/2023,24.2266,12.3452,43.6382,13.0578,49.2628,13.446,29.3849,14.4692,14.4677,14.4659,17.6017,18.7521,70.6685,73.1168,39.0026
7/18/2023,24.2119,12.3358,43.5911,13.0423,49.2001,13.4277,29.3433,14.4485,14.4469,14.4451,17.5998,18.6938,70.5015,72.8049,39.0442
7/17/2023,24.1639,12.3012,43.3926,12.9773,48.9337,13.35,29.1627,14.3422,14.3407,14.3389,17.5978,18.6769,70.0036,72.0267,38.7854
7/14/2023,24.143,12.2877,43.3244,12.9552,48.8445,13.3242,29.1032,14.3088,14.3072,14.3055,17.592,18.6543,69.7345,71.3406,38.8917
7/13/2023,24.1672,12.3051,43.4224,12.9878,48.9782,13.3634,29.1941,14.3581,14.3566,14.3548,17.5901,18.7318,69.8035,72.0356,39.0693
7/12/2023,24.0841,12.2462,43.0912,12.8792,48.5343,13.2341,28.8948,14.1877,14.1862,14.1844,17.5881,18.6216,69.2107,71.2102,38.4014
7/11/2023,24.0007,12.1877,42.7678,12.7731,48.1017,13.1082,28.6041,14.0255,14.0239,14.022,17.5862,18.4682,68.7006,70.6988,37.6648
7/10/2023,23.9468,12.149,42.5478,12.7011,47.807,13.0223,28.4048,13.9094,13.9078,13.9059,17.5843,18.4385,68.2399,69.6977,37.3488
7/7/2023,23.9111,12.1253,42.4239,12.6607,47.6429,12.9745,28.2947,13.8488,13.8471,13.8453,17.5785,18.3742,68.0764,68.69,37.2301
7/6/2023,23.8994,12.117,42.3776,12.6455,47.5804,12.9561,28.2516,13.823,13.8214,13.8195,17.5765,18.3788,68.2614,68.018,37.0282
7/5/2023,23.9789,12.1744,42.7046,12.7531,48.0212,13.0848,28.55,13.9923,13.9908,13.989,17.5746,18.5034,68.8013,69.0374,37.6901
7/3/2023,24.0133,12.1999,42.8531,12.8023,48.2235,13.1441,28.6876,14.0697,14.0682,14.0664,17.5707,18.5769,68.9285,69.6303,38.0608
6/30/2023,24.0039,12.194,42.8237,12.7931,48.1866,13.1336,28.6631,14.0531,14.0516,14.0499,17.5651,18.6172,68.8445,69.3086,38.0681
6/29/2023,23.9309,12.1398,42.5253,12.6955,47.7882,13.0178,28.3951,13.8983,13.8967,13.895,17.5632,18.5611,68.0076,68.8545,37.6328
6/28/2023,23.9226,12.1317,42.4698,12.6777,47.7143,12.9962,28.3435,13.8584,13.857,13.8553,17.5614,18.7084,67.6969,68.3261,37.6849
6/27/2023,23.9113,12.1244,42.4352,12.6663,47.6684,12.9828,28.3129,13.8437,13.8422,13.8405,17.5595,18.6581,67.7208,68.0152,37.6207
6/26/2023,23.8484,12.0763,42.1635,12.5775,47.3048,12.8768,28.0665,13.6956,13.6942,13.6925,17.5576,18.6968,66.9539,66.8825,37.3317
6/23/2023,23.8527,12.0819,42.2051,12.5914,47.3628,12.8939,28.1066,13.7219,13.7204,13.7187,17.552,18.6667,67.254,66.7245,37.3309
6/22/2023,23.9115,12.1285,42.4768,12.6805,47.7288,13.0008,28.3561,13.8742,13.8727,13.8709,17.5501,18.6002,67.7731,67.5977,37.9164
6/21/2023,23.92,12.1344,42.5052,12.6902,47.7688,13.0127,28.3834,13.8847,13.8832,13.8816,17.5483,18.6917,67.5163,67.9261,38.133
6/20/2023,23.9352,12.1468,42.5797,12.7147,47.8699,13.0423,28.4525,13.9268,13.9254,13.9237,17.5464,18.6773,67.8681,68.3011,38.0935
6/16/2023,23.9715,12.1778,42.7688,12.7772,48.1282,13.1181,28.6298,14.0353,14.0338,14.0321,17.5389,18.6405,68.19,68.7498,38.5888
6/15/2023,23.9901,12.1921,42.849,12.8037,48.2372,13.15,28.7039,14.077,14.0755,14.0738,17.537,18.6786,68.4399,69.1843,38.6144
6/14/2023,23.9152,12.1371,42.55,12.7058,47.8372,13.0336,28.4346,13.9244,13.9229,13.9211,17.5351,18.5729,67.6052,68.3651,38.2786
6/13/2023,23.9017,12.1279,42.5025,12.6904,47.7754,13.0159,28.3942,13.902,13.9005,13.8988,17.5333,18.5523,67.5346,68.7934,38.0648
6/12/2023,23.8557,12.092,42.2958,12.623,47.4987,12.9352,28.206,13.7855,13.784,13.7823,17.5314,18.6371,67.0671,67.9313,37.7171
6/9/2023,23.8042,12.0551,42.0986,12.5588,47.2378,12.8596,28.0313,13.6848,13.6834,13.6817,17.5258,18.6042,66.4473,67.3718,37.5563
6/8/2023,23.8068,12.0571,42.1098,12.5628,47.2545,12.8647,28.0431,13.6896,13.6882,13.6865,17.5239,18.6424,66.3693,67.7368,37.5767
6/7/2023,23.7621,12.0251,41.9392,12.5071,47.0279,12.799,27.892,13.6058,13.6043,13.6026,17.5221,18.5597,65.9539,67.7796,37.2473
6/6/2023,23.7891,12.0446,42.0432,12.5412,47.1667,12.8392,27.984,13.6543,13.6529,13.6512,17.5202,18.6533,66.2041,67.3138,37.5298
6/5/2023,23.7545,12.0189,41.9026,12.4951,46.9775,12.7838,27.8552,13.5796,13.5782,13.5765,17.5183,18.6328,66.0472,66.0875,37.344
6/2/2023,23.7645,12.0285,41.9642,12.5157,47.0634,12.8092,27.9149,13.6154,13.6139,13.6123,17.5127,18.6319,66.1783,66.5917,37.4047
6/1/2023,23.6786,11.9621,41.5876,12.3927,46.5599,12.6625,27.5735,13.409,13.4076,13.406,17.5108,18.726,65.2265,64.6622,36.9878
5/31/2023,23.6035,11.9061,41.2798,12.2922,46.1498,12.5433,27.2976,13.2493,13.2479,13.2463,17.5091,18.6851,64.579,63.9907,36.4059
5/30/2023,23.6459,11.9401,41.4781,12.357,46.4158,12.6208,27.4783,13.3602,13.3588,13.3572,17.5074,18.6171,64.9619,64.441,36.8731
5/26/2023,23.6452,11.9441,41.5215,12.3715,46.4774,12.6391,27.5228,13.396,13.3945,13.3928,17.5004,18.4739,64.9565,64.4145,37.1748
5/25/2023,23.572,11.8893,41.2185,12.2726,46.0741,12.5219,27.2514,13.2374,13.2359,13.2342,17.4986,18.4614,64.1156,63.4839,36.8224
5/24/2023,23.5598,11.8794,41.1601,12.254,45.9985,12.5003,27.2012,13.2031,13.2017,13.2,17.4969,18.5417,63.5573,63.8069,36.9422
5/23/2023,23.6193,11.9247,41.4131,12.3369,46.3378,12.5992,27.4304,13.3357,13.3343,13.3326,17.4952,18.5861,64.025,64.3947,37.4811
5/22/2023,23.6833,11.9743,41.6944,12.4289,46.7143,12.7088,27.6849,13.4869,13.4854,13.4838,17.4934,18.5707,64.7504,64.9421,37.9625
5/19/2023,23.6679,11.9639,41.6423,12.4121,46.6462,12.6889,27.6388,13.4596,13.4581,13.4565,17.4882,18.58,64.7332,64.2249,37.9242
5/18/2023,23.6677,11.9637,41.6401,12.4117,46.6448,12.6887,27.6382,13.4565,13.455,13.4534,17.4864,18.6279,64.8255,64.6884,37.7088
5/17/2023,23.6378,11.9401,41.5033,12.3673,46.4629,12.6359,27.515,13.3787,13.3774,13.3758,17.4847,18.7164,64.2081,64.0196,37.7635
5/16/2023,23.5823,11.8978,41.2659,12.2898,46.1457,12.5435,27.3002,13.2504,13.2491,13.2476,17.483,18.7494,63.4417,62.7722,37.6718
5/15/2023,23.6303,11.9344,41.4699,12.3567,46.42,12.6236,27.4861,13.3572,13.3559,13.3544,17.4812,18.7934,63.8457,63.8109,37.9472
5/12/2023,23.5954,11.9087,41.3293,12.3111,46.2338,12.5694,27.3602,13.2809,13.2796,13.2781,17.476,18.839,63.6485,63.0152,37.6821
5/11/2023,23.6092,11.9184,41.3792,12.3277,46.3016,12.5892,27.4055,13.3023,13.3011,13.2996,17.4743,18.9267,63.7353,63.234,37.7281
5/10/2023,23.6228,11.9302,41.4516,12.3515,46.3998,12.6181,27.4731,13.3453,13.3441,13.3426,17.4725,18.8773,63.8312,63.651,37.8998
5/9/2023,23.5987,11.9142,41.3735,12.3259,46.2963,12.5881,27.4049,13.3124,13.311,13.3095,17.4708,18.7636,63.5443,63.35,37.9533
5/8/2023,23.6204,11.931,41.4679,12.3569,46.423,12.6249,27.4902,13.3614,13.3601,13.3586,17.4691,18.7848,63.832,63.46,38.08
5/5/2023,23.6164,11.9281,41.4512,12.3519,46.4032,12.6194,27.4768,13.3481,13.3469,13.3454,17.4638,18.8824,63.802,63.3533,38.0201
5/4/2023,23.521,11.8552,41.0418,12.2183,45.8572,12.4606,27.1082,13.1284,13.1272,13.1258,17.4621,18.9403,62.6413,61.9728,37.5526
5/3/2023,23.557,11.8827,41.1951,12.2686,46.063,12.5206,27.2472,13.2082,13.207,13.2056,17.4603,18.9744,63.0898,62.6068,37.6661
5/2/2023,23.5625,11.8887,41.2374,12.2823,46.1197,12.537,27.2861,13.2366,13.2353,13.2339,17.4586,18.888,63.5325,62.5949,37.5239
5/1/2023,23.6132,11.9307,41.4901,12.3649,46.4594,12.6362,27.5183,13.3844,13.3831,13.3815,17.4569,18.7097,64.2768,63.7492,37.8217
4/28/2023,23.631,11.942,41.541,12.3819,46.5279,12.6561,27.5628,13.3996,13.3983,13.3968,17.4552,18.8923,64.3024,63.7099,37.9281
4/27/2023,23.5845,11.91,41.3778,12.3288,46.3131,12.594,27.4203,13.3228,13.3215,13.3199,17.4499,18.7875,63.7692,63.1739,37.8927
4/26/2023,23.5002,11.8453,41.0127,12.2099,45.8274,12.453,27.0931,13.1259,13.1247,13.1232,17.4482,18.8703,62.5441,62.3112,37.5443
4/25/2023,23.5227,11.8619,41.1022,12.2394,45.948,12.4881,27.1741,13.1694,13.1682,13.1667,17.4465,18.9424,62.7851,62.6495,37.6094
4/24/2023,23.6019,11.9249,41.4685,12.3592,46.4395,12.6315,27.5084,13.3744,13.3731,13.3716,17.4448,18.8137,63.7911,64.2247,38.049
4/21/2023,23.583,11.9135,41.4176,12.3429,46.3747,12.613,27.4669,13.3552,13.3539,13.3523,17.4395,18.7377,63.7364,64.3947,37.9012
4/20/2023,23.5743,11.907,41.3812,12.3311,46.3269,12.5992,27.4348,13.3346,13.3333,13.3318,17.4378,18.7667,63.677,64.3832,37.7867
4/19/2023,23.5892,11.9201,41.4633,12.358,46.4378,12.6316,27.5109,13.3844,13.383,13.3814,17.4361,18.6911,64.0519,64.8376,37.7652
4/18/2023,23.5947,11.9245,41.4889,12.3665,46.4727,12.6418,27.5345,13.3971,13.3958,13.3942,17.4344,18.7118,64.0576,64.7587,37.882
4/17/2023,23.5764,11.9115,41.42,12.3441,46.3818,12.6155,27.4739,13.3629,13.3616,13.36,17.4326,18.6906,64.0027,64.802,37.6402
4/14/2023,23.5673,11.9048,41.3823,12.3322,46.3333,12.6015,27.4408,13.3383,13.337,13.3355,17.4274,18.7807,63.7909,64.2217,37.7565
4/13/2023,23.5908,11.922,41.474,12.3625,46.457,12.6376,27.524,13.3822,13.381,13.3795,17.4257,18.8658,63.9243,64.6242,37.9032
4/12/2023,23.515,11.8645,41.1525,12.2576,46.0289,12.5132,27.2355,13.2112,13.2099,13.2085,17.424,18.8948,63.0778,63.8884,37.4084
4/11/2023,23.5145,11.8652,41.1615,12.2607,46.0422,12.5173,27.2455,13.2191,13.2178,13.2164,17.4223,18.864,63.3385,64.3619,37.1425
4/10/2023,23.4907,11.8479,41.0681,12.2302,45.9175,12.481,27.1614,13.1708,13.1696,13.1681,17.4205,18.8465,63.3415,63.9086,36.8557
4/6/2023,23.4936,11.85,41.0783,12.2341,45.9336,12.4857,27.1713,13.1688,13.1676,13.1662,17.4136,18.9885,63.2769,63.3117,37.0307
4/5/2023,23.4752,11.8366,41.0049,12.2103,45.8367,12.4577,27.1065,13.1305,13.1293,13.1279,17.4118,18.9955,63.0382,63.2345,36.9416
4/4/2023,23.4987,11.8559,41.12,12.248,45.9925,12.5033,27.2134,13.1967,13.1955,13.1941,17.4101,18.9429,63.1879,63.9885,37.1779
4/3/2023,23.5149,11.8702,41.2093,12.2773,46.1137,12.5389,27.2972,13.2512,13.25,13.2485,17.4084,18.8608,63.5507,64.9569,37.0917
3/31/2023,23.4821,11.8485,41.1032,12.2432,45.9764,12.4994,27.2073,13.2041,13.2028,13.2013,17.4025,18.7793,63.3162,65.1315,36.8714
3/30/2023,23.4055,11.7901,40.7963,12.1429,45.568,12.3807,26.9332,13.0487,13.0475,13.0459,17.4005,18.6927,62.4126,63.7964,36.6939
